ID,Name,Credit Hours
CEE 8094,Environmental Engineering Seminar,1
CEE 8095,Research Seminar in Environmental Engineering,1
CEE 8096,Environmental Fluid Mechanics & Water Resources Seminar,1
CEE 8097,Introduction to Transportation Research,1
CEE 8099,"Seminars in Structural Engineering, Mechanics and Materials for PhD students", 
CEE 8811,Special Topics,1
CEE 8812,Special Topics,2
CEE 8813,Special Topics,3
CEE 8814,Special Topics,4
CEE 8815,Special Topics,5
CEE 8823,Special Topics,3
CEE 8824,Special Topics,4
CEE 8900,Special Problems,1
CEE 8901,Special Problems,1
CEE 8902,Special Problems,1
CEE 8903,Special Problems,1
CEE 8950,Master's Special Research Project,1
CEE 8956,Master's Special Research Problem,1
CEE 8997,Teaching Assistantship,1
CEE 8998,Research Assistantship,1
CEE 8999,Preparation for Doctoral Dissertation,1
CEE 9000,Doctoral Thesis,1
COA 1011,Fundamentals of Design and the Built Environment I,3
COA 1012,Fundamentals of Design and the Built Environment II,4
COA 1060,Introduction to Design and the Built Environment,3
COA 2241,History of Art I,3
COA 2242,History of Art II,3
COA 2698,Undergraduate Research Assistantship,1
COA 2699,Undergraduate Research,1
COA 3114,Art and Architecture in Classical Greece,3
COA 3115,Art and Architecture in Italy I,3
COA 3116,Art and Architecture in Italy II,3
COA 4000,Furniture Workshop: Material Potential and Fabrication Strategies,3
COA 4010,History of Construction Industry,3
COA 4698,Undergraduate Research Assistantship,1
COA 4699,Undergraduate Research,1
COA 4801,Special Topics,1
COA 4802,Special Topics,2
COA 4803,Special Topics,3
COA 4804,Special Topics,4
COA 4805,Special Topics,5
COA 6010,History of Construction Industry,3
COA 6011,Urban Design Laboratory,6
COA 6114,Art and Architecture in Classical Greece,3
COA 6115,Art and Architecture in Italy I,3
COA 6116,Art and Architecture in Italy II,3
COA 6120,Retrofitting the Suburbia,3
COA 6151,History of Urban Form,3
COA 6763,Design of Design Environments,3
COA 6764,Geometric Modeling,3
COA 7011,Urban Design Studio I,6
COA 7012,Urban Design Studio II,6
COA 8000,Doctoral Seminar,1
COA 8530,PhD Planning Seminar,1
COA 8600,The Genesis of Architecture,3
COA 8610,Thought and Interpretation in Architecture from the Hellenic Period to the 1830's,3
COA 8612,Thought and Interpretation in Architecture from the 1830's to the Twentieth Century,3
COA 8620,The Design and Evolution of American Space,3
COA 8625,Theories of Inquiry in Architecture,3
COA 8630,"Theories of Architecture, Space and Culture",3
COA 8635,Architecture and Policy:  Linking Theory and Practice,3
COA 8640,Theories of Psychology for Architecture,3
COA 8645,Analytical Models of Built Space and Its Functions,3
COA 8650,"Formal Descriptions of Designs: Analyses of Space, Shape, and Form",3
COA 8672,Research Seminar in Design Computation,3
COA 8674,Structuring Multimedia Design Knowledge,3
COA 8676,Design and Engineering Databases,3
COA 8680,Performance Aspects of Building Systems Design,3
COA 8685,Building Performance Simulation,3
COA 8690,Integrated Design and Engineering Environments for Buildings,3
COA 8811,Special Topics in Architectural/Planning Studies,1
COA 8812,Special Topics in Architectural/Planning Studies,2
COA 8813,Special Topics in Architectural/Planning Studies,3
COA 8821,Special Topics in Architecture and Behavior,1
COA 8822,Special Topics in Architecture and Behavior,2
COA 8823,Special Topics in Architecture and Behavior,3
COA 8831,Special Topics in Design and Technology,1
COA 8832,Special Topics in Design and Technology,2
COA 8833,Special Topics in Design and Technology,3
COA 8841,Special Topics in Design Computing,1
COA 8842,Special Topics in Design Computing,2
COA 8843,Special Topics in Design Computing,3
COA 8851,Special Topics in History and Theory,1
COA 8852,Special Topics in History and Theory,2
COA 8853,Special Topics in History and Theory,3
COA 8861,Special Topics in History and Theory,1
COA 8862,Special Topics in History and Theory,2
COA 8863,Special Topics in History and Theory,3
COA 8871,Special Topics: Urban Design,1
COA 8872,Special Topics: Urban Design,2
COA 8873,Special Topics: Urban Design,3
COA 8874,Special Topics: Urban Design,4
COA 8875,Special Topics: Urban Design,5
COA 8876,Special Topics: Urban Design,6
COA 8901,Special Problems,1
COA 8902,Special Problems,1
COA 8903,Special Problems,1
COA 8904,Special Problems,1
COA 8996,Qualifying Paper,1
COA 8997,Teaching Assistantship,1
COA 8998,Research Assistantship,1
COA 8999,Preparation for Doctoral Dissertation,1
COA 9000,Doctoral Thesis,1
COE 1000,Freshman Engineering Seminar,1
COE 2001,Statics,2
COE 2701,Startup Lab: Introduction to Technology Ventures,3
COE 3001,Mechanics of Deformable Bodies,3
COE 3002,Intro to Microelectronics and Nanotechnology Revolution,3
COE 3803,Special Topics,3
COE 4803,Special Topics,3
COE 8803,Special Topics,3
COS 2000,Introduction to Research,1
CX 1801,Special Topics in Computational Science and Engineering,1
CX 1802,Special Topics in computational Science and Engineering,2
CX 1803,Special Topics in Computational Science and Engineering,3
CX 1804,Special Topics in Computational Science and Engineering,4
CX 1805,Special Topics in Computational Science and Engineering,5
CX 1XXX,CSE Elective,1
CX 2801,Special Topics in Computational Science and Engineering,1
CX 2802,Special Topics in Computational Science and Engineering,2
CX 2803,Special Topics in Computational Science and Engineering,3
CX 2804,Special Topics in Computational Science and Engineering,4
CX 2805,Special Topics in Computational Science and Engineering,5
CX 2XXX,CSE Elective,1
CX 3801,Special Topics in Computational Science and Engineering,1
CX 3802,Special Topics in Computational Science and Engineering,2
CX 3803,Special Topics in Computational Science and Engineering,3
CX 3804,Special Topics in Computational Science and Engineering,4
CX 3805,Special Topics in Computational Science and Engineering,5
CX 3XXX,CSE Elective,1
CX 4010,Computational Problem Solving for Scientists and Engineers,3
CX 4140,Computational Modeling Algorithms,3
CX 4220,Introduction to High Performance Computing,3
CX 4230,Computer Simulation,3
CX 4232,Simulation and Military Gaming,3
CX 4236,Distributed Simulation,3
CX 4240,Introduction to Computing for Data Analysis,3
CX 4242,Data and Visual Analytics,3
CX 4640,Numerical Analysis I,3
CX 4641,Numerical Analysis II,3
CX 4777,Introduction to Parallel and Vector Scientific Computing,3
CX 4801,Special Topics in Computational Science and Engineering,1
CX 4802,Special Topics in Computational Science and Engineering,2
CX 4803,Special Topics in Computational Science and Engineering,3
CX 4804,Special Topics in Computational Science and Engineering,4
CX 4805,Special Topics in Computational Science and Engineering,5
CX 4893,Special Topics,3
CX 4903,Special Problems in Computational Science and Engineering,3
CX 4XXX,CSE Elective,1
CSE 6001,Introduction to Computational Science and Engineering,1
CSE 6010,Computational Problem Solving for Scientists and Engineers,3
CSE 6040,Computing for Data Analysis: Methods and Tools,3
CSE 6140,Computational Science and Engineering Algorithms,3
CSE 6141,Massive Graph Analysis,3
CSE 6220,High Performance Computing,3
CSE 6221,Multicore Computing: Concurrency and Parallelism on the Desktop,3
CSE 6230,High Performance Parallel Computing: Tools and Applications,3
CSE 6236,Parallel and Distributed Simulation,3
CSE 6240,Web Search and Text Mining,3
CSE 6241,Pattern Matching Algorithms,3
CSE 6242,Data and Visual Analytics,3
CSE 6243,Advanced Topics in Machine Learning,3
CSE 6250,Big Data Analytics for Healthcare,3
CSE 6301,Algorithms for Bioinformatics and Computational Biology,3
CSE 6643,Numerical Linear Algebra,3
CSE 6644,Iterative Methods for Systems of Equations,3
CSE 6710,Numerical Methods in Computational Science and Engineering I,3
CSE 6711,Numerical Methods in Computational Science and Engineering II,3
CSE 6730,Modeling and Simulation: Foundations and Implementation,3
CSE 6740,"Computational Data Analysis: Learning, Mining, and Computation",3
CSE 6742,"Modeling, Simulation and Military Gaming",3
CSE 6748,Applied Analytics Practicum,6
CSE 6XXX,Comput,c
CSE 7000,Master's Thesis,1
CSE 7999,Preparation for Doctoral Qualifying Examination,1
CSE 7XXX,Comput,c
CSE 8001,Computational Science and Engineering Seminar,1
CSE 8002,Computational Science and Engineering Seminar,2
CSE 8003,Computational Science and Engineering Seminar,3
CSE 8004,Computational Science and Engineering Seminar,4
CSE 8005,Computational Science and Engineering Seminar,5
CSE 8801,Special Topics,1
CSE 8802,Special Topics,2
CSE 8803,Special Topics,3
CSE 8804,Special Topics,4
CSE 8805,Special Topics,5
CSE 8901,Special Problems,1
CSE 8902,Special Problems,1
CSE 8903,Special Problems,1
CSE 8997,Teaching Assistantship,1
CSE 8998,Research Assistantship,1
CSE 8XXX,Comput,c
CSE 9000,Doctoral Thesis,1
CS 1100,Freshman Leap Seminar,1
CS 1171,Introductory Computing in MATLAB,1
CS 1301,Introduction to Computing,3
CS 1315,Introduction to Media Computation,3
CS 1316,Representing Structure and Behavior,3
CS 1331,Introduction to Object Oriented Programming,3
CS 1332,Data Structures and Algorithms for Applications,3
CS 1371,Computing for Engineers,3
CS 1372,Structured Program Design for Engineers,3
CS 1801,Special Topics,1
CS 1802,Special Topics,2
CS 1803,Special Topics,3
CS 1804,Special Topics,4
CS 1805,Special Topics,5
CS 1XXX,Computer Sci Elective,1
CS 2050,Introduction to Discrete Mathematics for Computer Science,3
CS 2051,Honors - Induction to Discrete Mathematics for Computer Science,3
CS 2110,Computer Organization and Programming,4
CS 2200,Computer Systems and Networks,4
CS 2261,Media Device Architectures,4
CS 2316,Data Manipulation for Science and Industry,3
CS 2335,Software Practicum,3
CS 2340,Objects and Design,3
CS 2345,Advanced Practical Object-Oriented Programming,4
CS 2600,Knowledge Representation and Processing,4
CS 2698,Undergraduate Research Assistantship,1
CS 2699,Undergraduate Research,1
CS 2701,Startup Lab: Introduction to Technology Ventures,3
CS 2801,Special Topics,1
CS 2802,Special Topics,2
CS 2803,Special Topics,3
CS 2804,Special Topics,4
CS 2805,Special Topics,5
CS 2XXX,Computer Sci Elective,1
CS 3101,Computer Science Ventures,3
CS 3210,Design of Operating Systems,3
CS 3220,Computer Structures: Hardware/Software Codesign of a Processor,3
CS 3240,Languages and Computation,3
CS 3251,Computer Networking I,3
CS 3300,Introduction to Software Engineering,3
CS 3311,Part 1 of a 2 semester project design and implementation sequence conjoined with Tech Communications,1
CS 3312,Part 2 of a semester project design and implementation sequence conjoined with Tech Communications,2
CS 3451,Computer Graphics,3
CS 3510,Design and Analysis of Algorithms,3
CS 3511,"Design and Analysis of Algorithms, Honors",3
CS 3600,Introduction to Artificial Intelligence,3
CS 3630,Introduction to Perception and Robotics,3
CS 3651,Prototyping Intelligence Appliances,4
CS 3743,Analysis of Emerging Technologies,3
CS 3750,Human Computer Interface Design and Evaluation,3
CS 3790,Introduction to Cognitive Science,3
CS 3801,Special Topics,1
CS 3802,Special Topics,2
CS 3803,Special Topics,3
CS 3804,Special Topics,4
CS 3805,Special Topics,5
CS 3XXX,Computer Sci,1
CS 4001,"Computing, Society, and Professionalism",3
CS 4002,Robots and Society,3
CS 4005,Next-Generation Computing Technologies,3
CS 4010,Introduction to Computer Law,3
CS 4052,Systems Analysis and Design,3
CS 4057,Business Process Analysis and Design,3
CS 4210,Advanced Operating Systems,3
CS 4220,Programming Embedded Systems,3
CS 4233,Parallel Computer Architecture,3
CS 4235,Introduction to Information Security,3
CS 4237,Computer and Network Security,3
CS 4240,"Compilers, Interpreters, and Program Analyzers",3
CS 4245,Introduction to Data Mining and Analysis,3
CS 4251,Computer Networking II,3
CS 4255,Introduction to Network Management,3
CS 4260,Telecommunications Systems,3
CS 4261,Mobile Applications and Services for Converged Networks,3
CS 4270,Data Communications Laboratory,3
CS 4280,Survey of Telecommunications and the Law,3
CS 4290,Advanced Computer Organization,3
CS 4320,Introduction to Software Processes,3
CS 4330,Software Engineering Applications,3
CS 4342,"Software Generation, Testing, and Maintenance",3
CS 4365,Introduction to Enterprise Computing,3
CS 4392,Programming Languages,3
CS 4400,Introduction to Database Systems,3
CS 4420,Database System Implementation,3
CS 4432,Information Systems Design,3
CS 4440,Emerging Database Technologies and Applications,3
CS 4452,Human-Centered Computing Concepts,3
CS 4455,Video Game Design and Programming,3
CS 4460,Introduction to Information Visualization,3
CS 4464,Computational Journalism,3
CS 4470,Introduction to User Interface Software,3
CS 4472,Design of Online Communities,3
CS 4475,Computational Photography,3
CS 4476,Introduction to Computer Vision,3
CS 4480,Digital Video Special Effects,3
CS 4495,Computer Vision,3
CS 4496,Computer Animation,3
CS 4497,Computational Aesthetics,3
CS 4510,Automata and Complexity Theory,3
CS 4520,Approximation Algorithms,3
CS 4530,Randomized Algorithms,3
CS 4540,Advanced Algorithms,3
CS 4550,Scientific Data Processing and Visualization,3
CS 4560,Verification of Systems,3
CS 4590,Principles and Applications of Computer Audio,3
CS 4605,Mobile and Ubiquitous Computing,3
CS 4611,Artificial Intelligence Problem Solving,3
CS 4613,Knowledge Systems Engineering,3
CS 4615,Knowledge-Based Modeling and Design,3
CS 4616,Pattern Recognition,3
CS 4622,Case-Based Reasoning,3
CS 4625,Intelligent and Interactive Systems,3
CS 4632,Advanced Intelligent Robotics,3
CS 4635,Knowledge-Based Artificial Intelligence,3
CS 4641,Machine Learning,3
CS 4646,Machine Learning for Trading,3
CS 4649,Robot Intelli Planning,3
CS 4650,Natural Language Understanding,3
CS 4660,Introduction to Educational Technology,3
CS 4665,Educational Technology: Design and Evaluation,3
CS 4670,Computer-Supported Collaborative Learning,3
CS 4675,"Internet Computing Systems, Services and Applications",3
CS 4685,Pervasive Systems and Networking,3
CS 4690,Empirical Methods for User Interface Design and Evaluation,3
CS 4698,Undergraduate Research Assistantship,1
CS 4699,Undergraduate Research,1
CS 4710,Introduction to Computing Concepts for Bioinformatics,4
CS 4725,Information Security Strategies and Policies,3
CS 4726,"Privacy, Technology, Policy, and Law",3
CS 4731,Game AI,3
CS 4741,Integrative Management Development-Project Preparation,3
CS 4742,Integrated Computing and Management Capstone Project,4
CS 4745,Information and Communication Technologies and Global Development,3
CS 4752,Philosophical Issues in Computation,3
CS 4770,Mixed Reality Experience Design,3
CS 4791,Integrative Project in Cognitive Science,3
CS 4792,Design Project in Cognitive Science,3
CS 4793,Integrative Perspectives in Cognitive Science,3
CS 4801,Special Topics,1
CS 4802,Special Topics,2
CS 4803,Special Topics,3
CS 4804,Special Topics,4
CS 4805,Special Topics,5
CS 4851,Special Topics,1
CS 4853,Special Topics,3
CS 4863,Special Topics,3
CS 4893,Special Topics,3
CS 4901,Special Problems,1
CS 4902,Special Problems,1
CS 4903,Special Problems,1
CS 4911,Design Capstone Project,1
CS 4912,Design Capstone Project,3
CS 4980,Research Capstone Project,1
CS 4XXX,Computer Sci Elective,1
CS 6010,Principles of Design,3
CS 6035,Introduction to Information Security,3
CS 6150,null,3
CS 6200,Graduate Introduction to Operating Systems,3
CS 6210,Advanced Operating Systems,3
CS 6220,Big Data Systems and Analytics,3
CS 6230,High-Performance Parallel Computing: Tools and Applications,3
CS 6235,Real-Time System Concepts and Implementation,3
CS 6238,Secure Computer Systems,3
CS 6241,Design and Implementation of Compilers,3
CS 6245,Compiling for Parallelism,3
CS 6246,Object-Oriented Systems and Languages,3
CS 6250,Computer Networks,3
CS 6255,Principles of Network Management,3
CS 6260,Applied Cryptography,3
CS 6262,Network Security,3
CS 6263,Intro to Cyber-Physical Systems Security,3
CS 6265,Information Security Laboratory,3
CS 6266,Information Security Practicum,5
CS 6269,Formal Models and Methods for Information Assurance,3
CS 6280,Performance Evaluation of Communication Networks,3
CS 6290,High-Performance Computer Architecture,3
CS 6291,Embedded Software Optimizations,3
CS 6300,Software Development Process,3
CS 6301,Advanced Topics in Software Engineering,3
CS 6310,Software Architecture and Design,3
CS 6320,Software Requirements Analysis and Specification,3
CS 6330,"Software Generation, Testing, and Maintenance",3
CS 6340,Advanced Topics in Software Analysis and Testing,3
CS 6365,Intro Enterprise Comput, 
CS 6390,Programming Language Design,3
CS 6400,Database Systems Concepts and Design,3
CS 6402,Databases and Information Security,3
CS 6411,Object-Oriented Database Models and Systems,3
CS 6421,"Temporal, Spatial and Active Databases",3
CS 6422,Database System Implementation,3
CS 6430,Parallel and Distributed Database Systems and Applications,3
CS 6440,Information to Health Informatics,3
CS 6451,Introduction to Human-Centered Computing,3
CS 6452,Prototyping Interactive Systems,3
CS 6454,Qualitative Methods for Design of Human Computer Interaction,3
CS 6455,User Interface Design and Evaluation,3
CS 6456,Principles of User Interface Software,3
CS 6457,Video Game Design and Programming,3
CS 6460,Educational Technology: Conceptual Foundations,3
CS 6461,CS Education Research,3
CS 6465,Computational Journalism,3
CS 6470,Design of Online Communities,3
CS 6471,Computational Social Science,3
CS 6474,Social Computing,3
CS 6475,Computational Photography,3
CS 6476,Introduction to Computer Vision GR,3
CS 6480,Computer Visualization Techniques,3
CS 6485,Visualization Methods for Science and Engineering,3
CS 6491,Foundations of Computer Graphics,3
CS 6497,Computational Aesthetics,3
CS 6505,"Computability, Algorithms, and Complexity",3
CS 6515,Introduction to Graduate Algorithms,3
CS 6520,Computational Complexity Theory,3
CS 6550,Design and Analysis of Algorithms,3
CS 6601,Artificial Intelligence,3
CS 6670,Distributed Control Algorithms,3
CS 6675,Advanced Internet Computing Systems and Applications,3
CS 6705,Applications of Artificial Intelligence,3
